序号,当前微博作者,微博内容,VIP,发布时间,当前微博转发数,当前微博评论数,被转发微博作者,被转微博内容,被转作者是否VIP,被转微博转发数,被转微博评论数,被转微博发布时间
60,马台石,回复@飞马云天:卡扎菲当初就不该滴软，好汉做事好汉当。他让我想起了东郭先生，还有那个可怜的农夫，杯具哦[可怜] //@飞马云天:真是不堪一击。朝鲜的统治多稳固。,FALSE,2011/8/22 15:06,0,0,马台石,#利比亚#卡扎菲的悲剧在于：一是停止了杀伤性武器的研制；二是缺少大国靠山，事实上欧美是靠不住的，现在后悔了吧？这点应向金正日学习，手中有原子弹，背靠中、俄两座大山，美国说我是无赖，我就时不时挑点事，最终还不是要上谈判桌。美国人也说卡扎菲是无赖，但这个无赖真是不堪一击。,FALSE,1,3,2011/8/22 14:29
75,马台石,回复@飞马云天:卡扎菲当初就不该滴软，好汉做事好汉当。他让我想起了东郭先生，还有那个可怜的农夫，杯具哦[可怜] //@飞马云天:真是不堪一击。朝鲜的统治多稳固。,FALSE,2011/8/22 15:06,0,0,马台石,#利比亚#卡扎菲的悲剧在于：一是停止了杀伤性武器的研制；二是缺少大国靠山，事实上欧美是靠不住的，现在后悔了吧？这点应向金正日学习，手中有原子弹，背靠中、俄两座大山，美国说我是无赖，我就时不时挑点事，最终还不是要上谈判桌。美国人也说卡扎菲是无赖，但这个无赖真是不堪一击。,FALSE,1,3,2011/8/22 14:29
90,马台石,回复@飞马云天:卡扎菲当初就不该滴软，好汉做事好汉当。他让我想起了东郭先生，还有那个可怜的农夫，杯具哦[可怜] //@飞马云天:真是不堪一击。朝鲜的统治多稳固。,FALSE,2011/8/22 15:06,0,0,马台石,#利比亚#卡扎菲的悲剧在于：一是停止了杀伤性武器的研制；二是缺少大国靠山，事实上欧美是靠不住的，现在后悔了吧？这点应向金正日学习，手中有原子弹，背靠中、俄两座大山，美国说我是无赖，我就时不时挑点事，最终还不是要上谈判桌。美国人也说卡扎菲是无赖，但这个无赖真是不堪一击。,FALSE,1,3,2011/8/22 14:29
3,幼稚园长六代目,哈哈，建议跨国打击 //@怪鸟施坦因:回覆@佛学作家明一居士: 小胡今天发表微博，说《坏球时报》从未“挺卡扎菲”。  //@佛学作家明一居士:还有胡哈夫，坚守在《混球屎报》阵地上，嘶哑绝唱。  //@怪鸟施坦因:  //@浮云浅水：  //@1根稻草V：[哈哈]  //@79生的算80后吗:[哈哈]  //@触蛮先生:[哈哈],FALSE,2011/8/22 15:06,0,0,反愚民,ZZ据报，的黎波里昨夜失陷于义军之手，卡扎菲下落不明，其众子纷纷投降或者被捕。但是，出乎世人意料的是，在中国，卡扎菲还有一群儿子，他们是广为人知的水哈夫、张哈夫、宋哈夫、杜哈夫（杜文龙）、李哈夫（李杰），他们仍然坚守在CCAV和凤凰卫视的阵地，英勇抵抗。（via卖肾嫖娼@凯迪猫眼）,FALSE,263,117,2011/8/22 14:24
21,幼稚园长六代目,哈哈，建议跨国打击 //@怪鸟施坦因:回覆@佛学作家明一居士: 小胡今天发表微博，说《坏球时报》从未“挺卡扎菲”。  //@佛学作家明一居士:还有胡哈夫，坚守在《混球屎报》阵地上，嘶哑绝唱。  //@怪鸟施坦因:  //@浮云浅水：  //@1根稻草V：[哈哈]  //@79生的算80后吗:[哈哈]  //@触蛮先生:[哈哈],FALSE,2011/8/22 15:06,0,0,反愚民,ZZ据报，的黎波里昨夜失陷于义军之手，卡扎菲下落不明，其众子纷纷投降或者被捕。但是，出乎世人意料的是，在中国，卡扎菲还有一群儿子，他们是广为人知的水哈夫、张哈夫、宋哈夫、杜哈夫（杜文龙）、李哈夫（李杰），他们仍然坚守在CCAV和凤凰卫视的阵地，英勇抵抗。（via卖肾嫖娼@凯迪猫眼）,FALSE,265,118,2011/8/22 14:24
456,amoon月亮,"[哈哈] //@鲥鱼偏偏多刺：为什么我同情卡扎菲？因为我想起来了100年前的8国联军。下面的那些蠢货啊，只有当北约的屠刀刺入你们胸膛，你们才会停止歌颂强盗。//@永远忠于正义一世：//@红王子锦带：高手,再来一张宋哈夫//@1根稻草V：[哈哈] //@79生的算80后吗:[哈哈] //@触蛮先生:[哈哈]",FALSE,2011/8/22 15:08,0,0,反愚民,ZZ据报，的黎波里昨夜失陷于义军之手，卡扎菲下落不明，其众子纷纷投降或者被捕。但是，出乎世人意料的是，在中国，卡扎菲还有一群儿子，他们是广为人知的水哈夫、张哈夫、宋哈夫、杜哈夫（杜文龙）、李哈夫（李杰），他们仍然坚守在CCAV和凤凰卫视的阵地，英勇抵抗。（via卖肾嫖娼@凯迪猫眼）,FALSE,281,122,2011/8/22 14:24
472,amoon月亮,"[哈哈] //@鲥鱼偏偏多刺：为什么我同情卡扎菲？因为我想起来了100年前的8国联军。下面的那些蠢货啊，只有当北约的屠刀刺入你们胸膛，你们才会停止歌颂强盗。//@永远忠于正义一世：//@红王子锦带：高手,再来一张宋哈夫//@1根稻草V：[哈哈] //@79生的算80后吗:[哈哈] //@触蛮先生:[哈哈]",FALSE,2011/8/22 15:08,0,0,反愚民,ZZ据报，的黎波里昨夜失陷于义军之手，卡扎菲下落不明，其众子纷纷投降或者被捕。但是，出乎世人意料的是，在中国，卡扎菲还有一群儿子，他们是广为人知的水哈夫、张哈夫、宋哈夫、杜哈夫（杜文龙）、李哈夫（李杰），他们仍然坚守在CCAV和凤凰卫视的阵地，英勇抵抗。（via卖肾嫖娼@凯迪猫眼）,FALSE,282,122,2011/8/22 14:24
488,amoon月亮,"[哈哈] //@鲥鱼偏偏多刺：为什么我同情卡扎菲？因为我想起来了100年前的8国联军。下面的那些蠢货啊，只有当北约的屠刀刺入你们胸膛，你们才会停止歌颂强盗。//@永远忠于正义一世：//@红王子锦带：高手,再来一张宋哈夫//@1根稻草V：[哈哈] //@79生的算80后吗:[哈哈] //@触蛮先生:[哈哈]",FALSE,2011/8/22 15:08,0,0,反愚民,ZZ据报，的黎波里昨夜失陷于义军之手，卡扎菲下落不明，其众子纷纷投降或者被捕。但是，出乎世人意料的是，在中国，卡扎菲还有一群儿子，他们是广为人知的水哈夫、张哈夫、宋哈夫、杜哈夫（杜文龙）、李哈夫（李杰），他们仍然坚守在CCAV和凤凰卫视的阵地，英勇抵抗。（via卖肾嫖娼@凯迪猫眼）,FALSE,282,122,2011/8/22 14:24
48,华尔街之梦游,严重鄙视，原来油价上涨和下跌是由卡扎菲操纵？实在鄙视这种谬论，奉劝这些砖家们重新去读读海湾战争和伊拉克战争,FALSE,2011/8/22 15:06,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,278,103,2011/8/22 14:18
63,华尔街之梦游,严重鄙视，原来油价上涨和下跌是由卡扎菲操纵？实在鄙视这种谬论，奉劝这些砖家们重新去读读海湾战争和伊拉克战争,FALSE,2011/8/22 15:06,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,279,103,2011/8/22 14:18
78,华尔街之梦游,严重鄙视，原来油价上涨和下跌是由卡扎菲操纵？实在鄙视这种谬论，奉劝这些砖家们重新去读读海湾战争和伊拉克战争,FALSE,2011/8/22 15:06,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,279,103,2011/8/22 14:18
93,华尔街之梦游,严重鄙视，原来油价上涨和下跌是由卡扎菲操纵？实在鄙视这种谬论，奉劝这些砖家们重新去读读海湾战争和伊拉克战争,FALSE,2011/8/22 15:06,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,279,103,2011/8/22 14:18
171,小蜻-司奶理财师,认同！谁在不在，不是影响油价的关键。//@小飞飞Fer：就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:07,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,280,103,2011/8/22 14:18
184,小蜻-司奶理财师,认同！谁在不在，不是影响油价的关键。//@小飞飞Fer：就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:07,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,280,103,2011/8/22 14:18
197,小蜻-司奶理财师,认同！谁在不在，不是影响油价的关键。//@小飞飞Fer：就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:07,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,280,103,2011/8/22 14:18
210,小蜻-司奶理财师,认同！谁在不在，不是影响油价的关键。//@小飞飞Fer：就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:07,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,280,103,2011/8/22 14:18
223,小蜻-司奶理财师,认同！谁在不在，不是影响油价的关键。//@小飞飞Fer：就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:07,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,280,103,2011/8/22 14:18
243,小蜻-司奶理财师,认同！谁在不在，不是影响油价的关键。//@小飞飞Fer：就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:07,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,281,103,2011/8/22 14:18
256,小蜻-司奶理财师,认同！谁在不在，不是影响油价的关键。//@小飞飞Fer：就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:07,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,281,103,2011/8/22 14:18
269,小蜻-司奶理财师,认同！谁在不在，不是影响油价的关键。//@小飞飞Fer：就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:07,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,282,103,2011/8/22 14:18
282,小蜻-司奶理财师,认同！谁在不在，不是影响油价的关键。//@小飞飞Fer：就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:07,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,282,103,2011/8/22 14:18
289,雨后彩洪H,我只关心油价是否会下跌[哈哈] //@小飞飞Fer:就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,282,103,2011/8/22 14:18
303,雨后彩洪H,我只关心油价是否会下跌[哈哈] //@小飞飞Fer:就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,282,103,2011/8/22 14:18
317,雨后彩洪H,我只关心油价是否会下跌[哈哈] //@小飞飞Fer:就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,282,103,2011/8/22 14:18
336,雨后彩洪H,我只关心油价是否会下跌[哈哈] //@小飞飞Fer:就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,282,103,2011/8/22 14:18
349,雨后彩洪H,我只关心油价是否会下跌[哈哈] //@小飞飞Fer:就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,282,103,2011/8/22 14:18
362,雨后彩洪H,我只关心油价是否会下跌[哈哈] //@小飞飞Fer:就算卡扎菲仙去，但估计我们的油价会依然很坚挺[挖鼻屎],FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,282,103,2011/8/22 14:18
